homology_cluster_id,gene_name,gene_type,genome_id,physical_cluster_id
38,CE-D-S-28.1m-N2_bin.132.purify_k141_178973_4,known_defense,CE-D-S-28.1m-N2_bin.132.purify_k141_178973,CE-D-S-28.1m-N2_bin.132.purify_k141_178973_1705-7174
38,CRC-20S-1-N1_bin.28.purify_k141_2601155_6,known_defense,CRC-20S-1-N1_bin.28.purify_k141_2601155,CRC-20S-1-N1_bin.28.purify_k141_2601155_1655-8038
38,KMC-20S-1-N1_bin.148.purify_k141_1248937_6,candidate,KMC-20S-1-N1_bin.148.purify_k141_1248937,KMC-20S-1-N1_bin.148.purify_k141_1248937_1711-8124
38,TBCBL-05-N1_bin.30.purify_k141_883182_15,known_defense,TBCBL-05-N1_bin.30.purify_k141_883182,TBCBL-05-N1_bin.30.purify_k141_883182_11297-16569
38,YZYC-20S-7-N1_bin.49.purify_k141_855209_4,candidate,YZYC-20S-7-N1_bin.49.purify_k141_855209,YZYC-20S-7-N1_bin.49.purify_k141_855209_1218-4663
38,YZYC-20S-7-N1_bin.49.purify_k141_1180391_1,candidate,YZYC-20S-7-N1_bin.49.purify_k141_1180391,YZYC-20S-7-N1_bin.49.purify_k141_1180391_1-2793
39,202104TB-W59-N1_bin.32.purify_k141_2301152_6,known_defense,202104TB-W59-N1_bin.32.purify_k141_2301152,202104TB-W59-N1_bin.32.purify_k141_2301152_2979-3655
39,202106QH-W6-N1_bin.84.purify_k141_1488668_1,known_defense,202106QH-W6-N1_bin.84.purify_k141_1488668,202106QH-W6-N1_bin.84.purify_k141_1488668_1-612
39,CE-20S-1-N1_bin.64.purify_k141_1157628_1,candidate,CE-20S-1-N1_bin.64.purify_k141_1157628,CE-20S-1-N1_bin.64.purify_k141_1157628_2-1503
39,GH-N1_bin.172.purify_k141_1075042_2,candidate,GH-N1_bin.172.purify_k141_1075042,GH-N1_bin.172.purify_k141_1075042_167-6150
39,GMZ4-N1_bin.187.purify_k141_148641_1,candidate,GMZ4-N1_bin.187.purify_k141_148641,GMZ4-N1_bin.187.purify_k141_148641_1-3341
39,YBJSD-S-3-N1_bin.21.purify_k141_1074119_4,known_defense,YBJSD-S-3-N1_bin.21.purify_k141_1074119,YBJSD-S-3-N1_bin.21.purify_k141_1074119_1914-3599
40,202104TB-W33-N1_bin.150.purify_k141_1660945_1,candidate,202104TB-W33-N1_bin.150.purify_k141_1660945,202104TB-W33-N1_bin.150.purify_k141_1660945_3-461
40,NMC-S-5-N1_bin.28.purify_k141_932391_2,candidate,NMC-S-5-N1_bin.28.purify_k141_932391,NMC-S-5-N1_bin.28.purify_k141_932391_1-5335
40,NMC-S-6-N1_bin.43.purify_k141_617502_5,known_defense,NMC-S-6-N1_bin.43.purify_k141_617502,NMC-S-6-N1_bin.43.purify_k141_617502_2279-3603
41,202104TB-W37-N1_bin.151.purify_k141_719360_1,candidate,202104TB-W37-N1_bin.151.purify_k141_719360,202104TB-W37-N1_bin.151.purify_k141_719360_1-1948
41,202106QH-W19-N1_bin.66.purify_k141_980016_1,known_defense,202106QH-W19-N1_bin.66.purify_k141_980016,202106QH-W19-N1_bin.66.purify_k141_980016_391-8610
41,202106QH-W40-N1_bin.131.purify_k141_424467_1,candidate,202106QH-W40-N1_bin.131.purify_k141_424467,202106QH-W40-N1_bin.131.purify_k141_424467_518-7650
42,202104TB-W19-N1_bin.11.purify_k141_2023472_3,known_defense,202104TB-W19-N1_bin.11.purify_k141_2023472,202104TB-W19-N1_bin.11.purify_k141_2023472_1029-7330
42,202104TB-W50-N1_bin.22.purify_k141_1083800_1,candidate,202104TB-W50-N1_bin.22.purify_k141_1083800,202104TB-W50-N1_bin.22.purify_k141_1083800_3-256
42,NMC-S-8-N1_bin.23.purify_k141_1798318_1,known_defense,NMC-S-8-N1_bin.23.purify_k141_1798318,NMC-S-8-N1_bin.23.purify_k141_1798318_2-1834
43,GMZ14-N1_bin.40.purify_k141_1984133_1,candidate,GMZ14-N1_bin.40.purify_k141_1984133,GMZ14-N1_bin.40.purify_k141_1984133_176-6168
44,TMRSD2-N1_bin.3.purify_k141_1128073_8,known_defense,TMRSD2-N1_bin.3.purify_k141_1128073,TMRSD2-N1_bin.3.purify_k141_1128073_7541-14001
45,202009TB-N7_bin.73.purify_k141_447630_20,known_defense,202009TB-N7_bin.73.purify_k141_447630,202009TB-N7_bin.73.purify_k141_447630_8586-27715
46,PC-20S-1-N1_bin.22.purify_k141_1674668_4,candidate,PC-20S-1-N1_bin.22.purify_k141_1674668,PC-20S-1-N1_bin.22.purify_k141_1674668_642-8772
47,YMH2-N1_bin.8.purify_k141_4479350_2,candidate,YMH2-N1_bin.8.purify_k141_4479350,YMH2-N1_bin.8.purify_k141_4479350_768-8795
48,202106QH-W28-N1_bin.119.purify_k141_1387068_6,candidate,202106QH-W28-N1_bin.119.purify_k141_1387068,202106QH-W28-N1_bin.119.purify_k141_1387068_2838-12419
48,202106QH-W28-N1_bin.1.purify_k141_1738906_1,candidate,202106QH-W28-N1_bin.1.purify_k141_1738906,202106QH-W28-N1_bin.1.purify_k141_1738906_1-8924
48,YZYC-20S-2-N1_bin.99.purify_k141_2205537_1,candidate,YZYC-20S-2-N1_bin.99.purify_k141_2205537,YZYC-20S-2-N1_bin.99.purify_k141_2205537_2-2403
49,BMC20S-2-N1_bin.208.purify_k141_1552492_1,candidate,BMC20S-2-N1_bin.208.purify_k141_1552492,BMC20S-2-N1_bin.208.purify_k141_1552492_3-1935
49,CE-B-S-2-N1_bin.75.purify_k141_1384986_5,known_defense,CE-B-S-2-N1_bin.75.purify_k141_1384986,CE-B-S-2-N1_bin.75.purify_k141_1384986_5278-13386
49,CE-D-S-28.1m-N2_bin.171.purify_k141_212978_2,known_defense,CE-D-S-28.1m-N2_bin.171.purify_k141_212978,CE-D-S-28.1m-N2_bin.171.purify_k141_212978_1-7338
49,NRPC-20S-2-N1_bin.169.purify_k141_39320_7,known_defense,NRPC-20S-2-N1_bin.169.purify_k141_39320,NRPC-20S-2-N1_bin.169.purify_k141_39320_2939-7521
50,202104TB-W24-N1_bin.24.purify_k141_183816_12,known_defense,202104TB-W24-N1_bin.24.purify_k141_183816,202104TB-W24-N1_bin.24.purify_k141_183816_7790-9002
50,202106QH-W19-N1_bin.90.purify_k141_3078395_10,candidate,202106QH-W19-N1_bin.90.purify_k141_3078395,202106QH-W19-N1_bin.90.purify_k141_3078395_8003-15973
51,PC-20S-1-N1_bin.106.purify_k141_1379378_1,known_defense,PC-20S-1-N1_bin.106.purify_k141_1379378,PC-20S-1-N1_bin.106.purify_k141_1379378_3-1534
51,SLC-S-3-N1_bin.185.purify_k141_1610970_2,candidate,SLC-S-3-N1_bin.185.purify_k141_1610970,SLC-S-3-N1_bin.185.purify_k141_1610970_1-5702
52,CC-20S-1-N1_bin.94.purify_k141_1492443_6,known_defense,CC-20S-1-N1_bin.94.purify_k141_1492443,CC-20S-1-N1_bin.94.purify_k141_1492443_3157-7970
52,CC-20S-3-N1_bin.47.purify_k141_686920_11,known_defense,CC-20S-3-N1_bin.47.purify_k141_686920,CC-20S-3-N1_bin.47.purify_k141_686920_7873-13520
52,KMC-20S-2-N1_bin.55.purify_k141_752187_3,candidate,KMC-20S-2-N1_bin.55.purify_k141_752187,KMC-20S-2-N1_bin.55.purify_k141_752187_868-7424
52,YZYC-20S-7-N1_bin.49.purify_k141_1180391_2,known_defense,YZYC-20S-7-N1_bin.49.purify_k141_1180391,YZYC-20S-7-N1_bin.49.purify_k141_1180391_1-2793
53,202104TB-W71-N1_bin.33.purify_k141_541353_3,candidate,202104TB-W71-N1_bin.33.purify_k141_541353,202104TB-W71-N1_bin.33.purify_k141_541353_347-7777
53,202106QH-W18-N1_bin.322.purify_k141_552728_3,known_defense,202106QH-W18-N1_bin.322.purify_k141_552728,202106QH-W18-N1_bin.322.purify_k141_552728_505-3509
53,202106QH-W19-N1_bin.160.purify_k141_1356251_1,known_defense,202106QH-W19-N1_bin.160.purify_k141_1356251,202106QH-W19-N1_bin.160.purify_k141_1356251_3-5169
53,202106QH-W28-N1_bin.13.purify_k141_1282012_7,known_defense,202106QH-W28-N1_bin.13.purify_k141_1282012,202106QH-W28-N1_bin.13.purify_k141_1282012_5153-6060
53,CE-20S-1-N1_bin.109.purify_k141_907814_1,candidate,CE-20S-1-N1_bin.109.purify_k141_907814,CE-20S-1-N1_bin.109.purify_k141_907814_1-3208
53,CE-20S-3-N1_bin.138.purify_k141_1255149_4,candidate,CE-20S-3-N1_bin.138.purify_k141_1255149,CE-20S-3-N1_bin.138.purify_k141_1255149_417-7547
53,CE-D-S-28.1m-N2_bin.138.purify_k141_47818_5,candidate,CE-D-S-28.1m-N2_bin.138.purify_k141_47818,CE-D-S-28.1m-N2_bin.138.purify_k141_47818_194-8499
53,CE-D-S-28.1m-N2_bin.95.purify_k141_841071_4,known_defense,CE-D-S-28.1m-N2_bin.95.purify_k141_841071,CE-D-S-28.1m-N2_bin.95.purify_k141_841071_978-3996
53,KMC-20S-1-N1_bin.200.purify_k141_406169_6,candidate,KMC-20S-1-N1_bin.200.purify_k141_406169,KMC-20S-1-N1_bin.200.purify_k141_406169_1325-3144
54,CE-D-S-28.1m-N2_bin.72.purify_k141_195831_4,known_defense,CE-D-S-28.1m-N2_bin.72.purify_k141_195831,CE-D-S-28.1m-N2_bin.72.purify_k141_195831_1691-2959
54,KMC-20S-2-N1_bin.12.purify_k141_3042869_2,candidate,KMC-20S-2-N1_bin.12.purify_k141_3042869,KMC-20S-2-N1_bin.12.purify_k141_3042869_2-5076
55,GH-N1_bin.38.purify_k141_1487158_2,candidate,GH-N1_bin.38.purify_k141_1487158,GH-N1_bin.38.purify_k141_1487158_991-6617
55,YZYC-20S-5-N1_bin.9.purify_k141_966194_1,candidate,YZYC-20S-5-N1_bin.9.purify_k141_966194,YZYC-20S-5-N1_bin.9.purify_k141_966194_1-759
56,202106QH-W19-N1_bin.272.purify_k141_3251910_1,candidate,202106QH-W19-N1_bin.272.purify_k141_3251910,202106QH-W19-N1_bin.272.purify_k141_3251910_506-5731
57,202104TB-W58-N1_bin.6.purify_k141_1519737_2,candidate,202104TB-W58-N1_bin.6.purify_k141_1519737,202104TB-W58-N1_bin.6.purify_k141_1519737_747-5716
57,202106QH-W7-N1_bin.35.purify_k141_234625_2,candidate,202106QH-W7-N1_bin.35.purify_k141_234625,202106QH-W7-N1_bin.35.purify_k141_234625_45-4925
57,CE-B-S-2-N1_bin.103.purify_k141_492963_9,candidate,CE-B-S-2-N1_bin.103.purify_k141_492963,CE-B-S-2-N1_bin.103.purify_k141_492963_7105-13189
57,CN-B-S-2-N2_bin.21.purify_k141_1088449_1,candidate,CN-B-S-2-N2_bin.21.purify_k141_1088449,CN-B-S-2-N2_bin.21.purify_k141_1088449_54-6085
57,KMC-20S-5-N1_bin.62.purify_k141_1917272_2,candidate,KMC-20S-5-N1_bin.62.purify_k141_1917272,KMC-20S-5-N1_bin.62.purify_k141_1917272_1631-7601
57,QHH17-N1_bin.77.purify_k141_1093911_8,candidate,QHH17-N1_bin.77.purify_k141_1093911,QHH17-N1_bin.77.purify_k141_1093911_6981-13065
57,YM-3-34.9m-N1_bin.92.purify_k141_237152_10,candidate,YM-3-34.9m-N1_bin.92.purify_k141_237152,YM-3-34.9m-N1_bin.92.purify_k141_237152_10413-16497
57,YM-S-27.0m-N1_bin.126.purify_k141_912373_1,known_defense,YM-S-27.0m-N1_bin.126.purify_k141_912373,YM-S-27.0m-N1_bin.126.purify_k141_912373_3-715
57,ZJ-S-N13.9m-N2_bin.55.purify_k141_230088_11,candidate,ZJ-S-N13.9m-N2_bin.55.purify_k141_230088,ZJ-S-N13.9m-N2_bin.55.purify_k141_230088_8913-14266
58,QHH7-N1_bin.225.purify_k141_1392759_8,candidate,QHH7-N1_bin.225.purify_k141_1392759,QHH7-N1_bin.225.purify_k141_1392759_1532-13367
59,202104TB-W32-N1_bin.73.purify_k141_1089739_20,candidate,202104TB-W32-N1_bin.73.purify_k141_1089739,202104TB-W32-N1_bin.73.purify_k141_1089739_11868-16825
59,202104TB-W49-N1_bin.101.purify_k141_1750468_2,candidate,202104TB-W49-N1_bin.101.purify_k141_1750468,202104TB-W49-N1_bin.101.purify_k141_1750468_127-2906
60,202104TB-W60-N1_bin.18.purify_k141_2577695_2,candidate,202104TB-W60-N1_bin.18.purify_k141_2577695,202104TB-W60-N1_bin.18.purify_k141_2577695_1-4785
60,202104TB-W77-N1_bin.15.purify_k141_4025006_1,candidate,202104TB-W77-N1_bin.15.purify_k141_4025006,202104TB-W77-N1_bin.15.purify_k141_4025006_2-768
60,CN-B-S-2-N2_bin.9.purify_k141_169521_1,known_defense,CN-B-S-2-N2_bin.9.purify_k141_169521,CN-B-S-2-N2_bin.9.purify_k141_169521_116-5982
61,CE-B-S-2-N1_bin.32.purify_k141_1546135_1,candidate,CE-B-S-2-N1_bin.32.purify_k141_1546135,CE-B-S-2-N1_bin.32.purify_k141_1546135_2-1029
61,KMC-20S-2-N1_bin.117.purify_k141_3552564_1,known_defense,KMC-20S-2-N1_bin.117.purify_k141_3552564,KMC-20S-2-N1_bin.117.purify_k141_3552564_1-576
61,PC-20S-3-N1_bin.105.purify_k141_1665032_4,candidate,PC-20S-3-N1_bin.105.purify_k141_1665032,PC-20S-3-N1_bin.105.purify_k141_1665032_1686-8595
62,GMZ14-N1_bin.29.purify_k141_912706_12,candidate,GMZ14-N1_bin.29.purify_k141_912706,GMZ14-N1_bin.29.purify_k141_912706_10384-15551
62,YZYC-20S-1-N1_bin.116.purify_k141_589184_4,known_defense,YZYC-20S-1-N1_bin.116.purify_k141_589184,YZYC-20S-1-N1_bin.116.purify_k141_589184_1245-5197
62,YZYC-20S-5-N1_bin.79.purify_k141_2004218_3,known_defense,YZYC-20S-5-N1_bin.79.purify_k141_2004218,YZYC-20S-5-N1_bin.79.purify_k141_2004218_459-4411
63,NRPC-20S-1-N1_bin.82.purify_k141_865147_5,known_defense,NRPC-20S-1-N1_bin.82.purify_k141_865147,NRPC-20S-1-N1_bin.82.purify_k141_865147_1928-7036
64,202104TB-W41-N1_bin.8.purify_k141_1114544_82,candidate,202104TB-W41-N1_bin.8.purify_k141_1114544,202104TB-W41-N1_bin.8.purify_k141_1114544_101413-106877
64,KMC-20S-2-N1_bin.78.purify_k141_2919826_6,candidate,KMC-20S-2-N1_bin.78.purify_k141_2919826,KMC-20S-2-N1_bin.78.purify_k141_2919826_3107-3690
65,202104TB-W69-N1_bin.179.purify_k141_8809_1,known_defense,202104TB-W69-N1_bin.179.purify_k141_8809,202104TB-W69-N1_bin.179.purify_k141_8809_3-6322
65,202106QH-W12-N1_bin.87.purify_k141_262638_1,candidate,202106QH-W12-N1_bin.87.purify_k141_262638,202106QH-W12-N1_bin.87.purify_k141_262638_3-593
65,202106QH-W33-N1_bin.88.purify_k141_749614_2,known_defense,202106QH-W33-N1_bin.88.purify_k141_749614,202106QH-W33-N1_bin.88.purify_k141_749614_1-6131
65,CE-N-S-N1_bin.54.purify_k141_1119032_1,candidate,CE-N-S-N1_bin.54.purify_k141_1119032,CE-N-S-N1_bin.54.purify_k141_1119032_1-3557
65,QHH10-N1_bin.7.purify_k141_1252018_1,candidate,QHH10-N1_bin.7.purify_k141_1252018,QHH10-N1_bin.7.purify_k141_1252018_2-1767
65,YZYC-20S-1-N1_bin.175.purify_k141_843642_1,known_defense,YZYC-20S-1-N1_bin.175.purify_k141_843642,YZYC-20S-1-N1_bin.175.purify_k141_843642_2-2815
66,202104TB-W70-N1_bin.203.purify_k141_1601774_1,candidate,202104TB-W70-N1_bin.203.purify_k141_1601774,202104TB-W70-N1_bin.203.purify_k141_1601774_3-7384
66,BMC20S-2-N1_bin.63.purify_k141_169191_2,candidate,BMC20S-2-N1_bin.63.purify_k141_169191,BMC20S-2-N1_bin.63.purify_k141_169191_233-3579
66,CE-D-S-28.1m-N2_bin.164.purify_k141_162006_1,candidate,CE-D-S-28.1m-N2_bin.164.purify_k141_162006,CE-D-S-28.1m-N2_bin.164.purify_k141_162006_1-4836
66,CE-N-S-N1_bin.93.purify_k141_609897_2,candidate,CE-N-S-N1_bin.93.purify_k141_609897,CE-N-S-N1_bin.93.purify_k141_609897_2-1712
66,LLSD-5-N1_bin.24.purify_k141_2223821_2,candidate,LLSD-5-N1_bin.24.purify_k141_2223821,LLSD-5-N1_bin.24.purify_k141_2223821_3-1777
66,NMC-S-4-N1_bin.134.purify_k141_2019037_12,known_defense,NMC-S-4-N1_bin.134.purify_k141_2019037,NMC-S-4-N1_bin.134.purify_k141_2019037_12471-23524
66,QHH10-N1_bin.85.purify_k141_235481_1,known_defense,QHH10-N1_bin.85.purify_k141_235481,QHH10-N1_bin.85.purify_k141_235481_3-5608
66,YZYC-20S-4-N1_bin.112.purify_k141_313753_5,candidate,YZYC-20S-4-N1_bin.112.purify_k141_313753,YZYC-20S-4-N1_bin.112.purify_k141_313753_3923-4741
66,ZJ-S-N13.9m-N2_bin.196.purify_k141_43607_2,candidate,ZJ-S-N13.9m-N2_bin.196.purify_k141_43607,ZJ-S-N13.9m-N2_bin.196.purify_k141_43607_3-2182
67,202104TB-W37-N1_bin.53.purify_k141_100644_6,known_defense,202104TB-W37-N1_bin.53.purify_k141_100644,202104TB-W37-N1_bin.53.purify_k141_100644_2950-3523
67,202104TB-W41-N1_bin.45.purify_k141_1476642_3,candidate,202104TB-W41-N1_bin.45.purify_k141_1476642,202104TB-W41-N1_bin.45.purify_k141_1476642_321-4665
67,202106QH-W29-N1_bin.97.purify_k141_245883_1,known_defense,202106QH-W29-N1_bin.97.purify_k141_245883,202106QH-W29-N1_bin.97.purify_k141_245883_1-1718
67,202106QH-W37-N1_bin.72.purify_k141_60457_3,candidate,202106QH-W37-N1_bin.72.purify_k141_60457,202106QH-W37-N1_bin.72.purify_k141_60457_2-3626
67,CE-20S-3-N1_bin.57.purify_k141_1002023_3,candidate,CE-20S-3-N1_bin.57.purify_k141_1002023,CE-20S-3-N1_bin.57.purify_k141_1002023_406-2807
67,GMZ11-N1_bin.61.purify_k141_1673063_1,candidate,GMZ11-N1_bin.61.purify_k141_1673063,GMZ11-N1_bin.61.purify_k141_1673063_2-2046
67,JC-20S-3-N1_bin.124.purify_k141_1064042_2,known_defense,JC-20S-3-N1_bin.124.purify_k141_1064042,JC-20S-3-N1_bin.124.purify_k141_1064042_3-4865
67,YM-3-34.9m-N1_bin.226.purify_k141_1161219_1,known_defense,YM-3-34.9m-N1_bin.226.purify_k141_1161219,YM-3-34.9m-N1_bin.226.purify_k141_1161219_3-952
67,ZJ-S-05.4m-N1_bin.233.purify_k141_772954_10,known_defense,ZJ-S-05.4m-N1_bin.233.purify_k141_772954,ZJ-S-05.4m-N1_bin.233.purify_k141_772954_3432-3814
67,QHH10-N1_bin.152.purify_k141_81866_1,candidate,QHH10-N1_bin.152.purify_k141_81866,QHH10-N1_bin.152.purify_k141_81866_3-2293
68,202106QH-W17-N1_bin.123.purify_k141_871014_2,known_defense,202106QH-W17-N1_bin.123.purify_k141_871014,202106QH-W17-N1_bin.123.purify_k141_871014_3-4486
68,TLSD-N1_bin.89.purify_k141_2982580_1,candidate,TLSD-N1_bin.89.purify_k141_2982580,TLSD-N1_bin.89.purify_k141_2982580_3-1021
69,CE-20S-3-N1_bin.65.purify_k141_1172979_2,candidate,CE-20S-3-N1_bin.65.purify_k141_1172979,CE-20S-3-N1_bin.65.purify_k141_1172979_2-5260
69,CE-B-S-2-N1_bin.71.purify_k141_20617_10,known_defense,CE-B-S-2-N1_bin.71.purify_k141_20617,CE-B-S-2-N1_bin.71.purify_k141_20617_9354-14558
69,CE-D-S-28.1m-N2_bin.132.purify_k141_567167_9,known_defense,CE-D-S-28.1m-N2_bin.132.purify_k141_567167,CE-D-S-28.1m-N2_bin.132.purify_k141_567167_9441-14669
69,CE-D-S-N1_bin.209.purify_k141_499522_6,known_defense,CE-D-S-N1_bin.209.purify_k141_499522,CE-D-S-N1_bin.209.purify_k141_499522_4238-9520
69,ZJZBSD-s04-N1_bin.81.purify_k141_2762055_5,candidate,ZJZBSD-s04-N1_bin.81.purify_k141_2762055,ZJZBSD-s04-N1_bin.81.purify_k141_2762055_647-1875
70,QHH10-N1_bin.47.purify_k141_2009855_3,known_defense,QHH10-N1_bin.47.purify_k141_2009855,QHH10-N1_bin.47.purify_k141_2009855_1797-8670
70,QHH17-N1_bin.55.purify_k141_1696561_4,known_defense,QHH17-N1_bin.55.purify_k141_1696561,QHH17-N1_bin.55.purify_k141_1696561_1-6796
70,ZJ-S-N13.9m-N2_bin.30.purify_k141_1865102_1,known_defense,ZJ-S-N13.9m-N2_bin.30.purify_k141_1865102,ZJ-S-N13.9m-N2_bin.30.purify_k141_1865102_1-1316
71,202009TB-N7_bin.44.purify_k141_202836_7,candidate,202009TB-N7_bin.44.purify_k141_202836,202009TB-N7_bin.44.purify_k141_202836_4540-11130
71,202104TB-W67-N1_bin.44.purify_k141_1133567_11,candidate,202104TB-W67-N1_bin.44.purify_k141_1133567,202104TB-W67-N1_bin.44.purify_k141_1133567_5885-6322
72,202009TB-N7_bin.112.purify_k141_1382821_1,candidate,202009TB-N7_bin.112.purify_k141_1382821,202009TB-N7_bin.112.purify_k141_1382821_1-1280
72,202104TB-W71-N1_bin.131.purify_k141_1005824_1,candidate,202104TB-W71-N1_bin.131.purify_k141_1005824,202104TB-W71-N1_bin.131.purify_k141_1005824_97-9978
73,JNYC-20S-1-N1_bin.13.purify_k141_1227312_10,candidate,JNYC-20S-1-N1_bin.13.purify_k141_1227312,JNYC-20S-1-N1_bin.13.purify_k141_1227312_14817-24087
74,BMC20S-2-N1_bin.2.purify_k141_422466_9,candidate,BMC20S-2-N1_bin.2.purify_k141_422466,BMC20S-2-N1_bin.2.purify_k141_422466_6855-16460
74,BMC20S-N1-N1_bin.315.purify_k141_564983_9,candidate,BMC20S-N1-N1_bin.315.purify_k141_564983,BMC20S-N1-N1_bin.315.purify_k141_564983_8147-15584
75,202009TB-N12_bin.5.purify_k141_1783560_2,known_defense,202009TB-N12_bin.5.purify_k141_1783560,202009TB-N12_bin.5.purify_k141_1783560_1-4273
75,KMC-20S-2-N1_bin.150.purify_k141_10279_5,known_defense,KMC-20S-2-N1_bin.150.purify_k141_10279,KMC-20S-2-N1_bin.150.purify_k141_10279_5277-13376
76,LLSD-4-N1_bin.38.purify_k141_1079649_2,candidate,LLSD-4-N1_bin.38.purify_k141_1079649,LLSD-4-N1_bin.38.purify_k141_1079649_3-4818
77,HHSD2-N1_bin.32.purify_k141_2463665_18,known_defense,HHSD2-N1_bin.32.purify_k141_2463665,HHSD2-N1_bin.32.purify_k141_2463665_19308-25484
77,KMC-20S-2-N1_bin.150.purify_k141_10279_6,candidate,KMC-20S-2-N1_bin.150.purify_k141_10279,KMC-20S-2-N1_bin.150.purify_k141_10279_5277-13376
77,TBLU-06-N1_bin.31.purify_k141_3364801_140,known_defense,TBLU-06-N1_bin.31.purify_k141_3364801,TBLU-06-N1_bin.31.purify_k141_3364801_158291-164542
77,YZYC-20S-7-N1_bin.66.purify_k141_1499577_28,candidate,YZYC-20S-7-N1_bin.66.purify_k141_1499577,YZYC-20S-7-N1_bin.66.purify_k141_1499577_24744-31142
78,202106QH-W24-N1_bin.16.purify_k141_1065378_2,known_defense,202106QH-W24-N1_bin.16.purify_k141_1065378,202106QH-W24-N1_bin.16.purify_k141_1065378_837-6531
78,202106QH-W32-N1_bin.85.purify_k141_226242_1,known_defense,202106QH-W32-N1_bin.85.purify_k141_226242,202106QH-W32-N1_bin.85.purify_k141_226242_1-5247
78,PC-20S-1-N1_bin.133.purify_k141_1617760_10,candidate,PC-20S-1-N1_bin.133.purify_k141_1617760,PC-20S-1-N1_bin.133.purify_k141_1617760_5885-14321
79,202106QH-W27-N1_bin.17.purify_k141_1608492_3,known_defense,202106QH-W27-N1_bin.17.purify_k141_1608492,202106QH-W27-N1_bin.17.purify_k141_1608492_1087-1675
79,BGBMC-20S-2-N1_bin.239.purify_k141_836796_5,candidate,BGBMC-20S-2-N1_bin.239.purify_k141_836796,BGBMC-20S-2-N1_bin.239.purify_k141_836796_1889-2509
79,GMZ14-N1_bin.78.purify_k141_549585_6,candidate,GMZ14-N1_bin.78.purify_k141_549585,GMZ14-N1_bin.78.purify_k141_549585_2476-3081
79,NMC-S-5-N1_bin.70.purify_k141_1763114_4,known_defense,NMC-S-5-N1_bin.70.purify_k141_1763114,NMC-S-5-N1_bin.70.purify_k141_1763114_1274-6810
80,202104TB-W70-N1_bin.27.purify_k141_1689504_3,candidate,202104TB-W70-N1_bin.27.purify_k141_1689504,202104TB-W70-N1_bin.27.purify_k141_1689504_2-7938
80,PC-20S-3-N1_bin.142.purify_k141_135216_1,candidate,PC-20S-3-N1_bin.142.purify_k141_135216,PC-20S-3-N1_bin.142.purify_k141_135216_3-3642
81,202106QH-W16-N1_bin.68.purify_k141_1948583_5,candidate,202106QH-W16-N1_bin.68.purify_k141_1948583,202106QH-W16-N1_bin.68.purify_k141_1948583_3456-8267
81,202106QH-W27-N1_bin.194.purify_k141_1656765_4,candidate,202106QH-W27-N1_bin.194.purify_k141_1656765,202106QH-W27-N1_bin.194.purify_k141_1656765_1798-6606
81,202106QH-W38-N1_bin.88.purify_k141_751642_1,candidate,202106QH-W38-N1_bin.88.purify_k141_751642,202106QH-W38-N1_bin.88.purify_k141_751642_3-3140
81,PC-20S-3-N1_bin.129.purify_k141_1478097_4,candidate,PC-20S-3-N1_bin.129.purify_k141_1478097,PC-20S-3-N1_bin.129.purify_k141_1478097_1113-6087
81,QHH7-N1_bin.130.purify_k141_1333_5,known_defense,QHH7-N1_bin.130.purify_k141_1333,QHH7-N1_bin.130.purify_k141_1333_1275-3135
81,YM-3-34.9m-N1_bin.16.purify_k141_1057455_3,known_defense,YM-3-34.9m-N1_bin.16.purify_k141_1057455,YM-3-34.9m-N1_bin.16.purify_k141_1057455_1678-6489
82,202106QH-W39-N1_bin.68.purify_k141_237841_5,known_defense,202106QH-W39-N1_bin.68.purify_k141_237841,202106QH-W39-N1_bin.68.purify_k141_237841_2660-3361
82,NMC-S-7-N1_bin.159.purify_k141_2416902_6,candidate,NMC-S-7-N1_bin.159.purify_k141_2416902,NMC-S-7-N1_bin.159.purify_k141_2416902_5479-10181
83,PC-20S-1-N1_bin.219.purify_k141_120384_1,known_defense,PC-20S-1-N1_bin.219.purify_k141_120384,PC-20S-1-N1_bin.219.purify_k141_120384_3-571
83,PC-20S-4-N1_bin.75.purify_k141_262798_3,known_defense,PC-20S-4-N1_bin.75.purify_k141_262798,PC-20S-4-N1_bin.75.purify_k141_262798_344-2168
83,QHH10-N1_bin.233.purify_k141_100302_2,candidate,QHH10-N1_bin.233.purify_k141_100302,QHH10-N1_bin.233.purify_k141_100302_1707-6327
83,ZJZBSD-01-3-s1-N3_bin.12.purify_k141_1906012_1,known_defense,ZJZBSD-01-3-s1-N3_bin.12.purify_k141_1906012,ZJZBSD-01-3-s1-N3_bin.12.purify_k141_1906012_3-3023
83,ZJZBSD-01-3-s1-N3_bin.12.purify_k141_1906012_2,candidate,ZJZBSD-01-3-s1-N3_bin.12.purify_k141_1906012,ZJZBSD-01-3-s1-N3_bin.12.purify_k141_1906012_3-3023
84,202104TB-W32-N1_bin.42.purify_k141_1212398_30,known_defense,202104TB-W32-N1_bin.42.purify_k141_1212398,202104TB-W32-N1_bin.42.purify_k141_1212398_27738-32448
84,JC-20S-1-N1_bin.85.purify_k141_510346_1,candidate,JC-20S-1-N1_bin.85.purify_k141_510346,JC-20S-1-N1_bin.85.purify_k141_510346_2-887
84,QHH17-N1_bin.186.purify_k141_795732_4,candidate,QHH17-N1_bin.186.purify_k141_795732,QHH17-N1_bin.186.purify_k141_795732_2069-2451
